ROWID,TRUTH,TRAININGSET
3663.txt,1,1
3664.txt,1,1
3665.txt,20,1
3666.txt,20,1
3667.txt,12,1
3668.txt,12,1
3669.txt,14,1
3670.txt,14,1
3671.txt,8,1
3672.txt,8,1
3673.txt,12,1
3674.txt,12,1
3675.txt,20,1
3676.txt,20,1
3677.txt,20,1
3678.txt,20,1
3679.txt,8,1
3680.txt,8,1
3681.txt,20,1
3682.txt,20,1
3683.txt,15,1
3684.txt,15,1
3685.txt,16,1
3686.txt,16,1
3687.txt,16,1
3688.txt,16,1
3689.txt,6,1
3690.txt,6,1
3691.txt,15,1
3692.txt,15,1
3693.txt,12,1
3694.txt,12,1
3695.txt,18,1
3696.txt,18,1
3697.txt,12,1
3698.txt,12,1
3699.txt,20,1
3700.txt,20,1
3701.txt,20,1
3702.txt,20,1
3703.txt,12,1
3704.txt,12,1
3705.txt,20,1
3706.txt,20,1
3707.txt,2,1
3708.txt,2,1
3709.txt,2,1
3710.txt,2,1
3711.txt,12,1
3712.txt,12,1
3713.txt,20,1
3714.txt,20,1
3715.txt,3,1
3716.txt,3,1
3717.txt,3,1
3718.txt,3,1
3719.txt,12,1
3720.txt,12,1
3721.txt,20,1
3722.txt,20,1
3723.txt,5,1
3724.txt,5,1
3725.txt,20,1
3726.txt,20,1
3727.txt,16,1
3728.txt,16,1
3729.txt,12,1
3730.txt,12,1
3731.txt,12,1
3732.txt,12,1
3733.txt,12,1
3734.txt,12,1
3735.txt,12,1
3736.txt,12,1
3737.txt,12,1
3738.txt,12,1
3739.txt,12,1
3740.txt,12,1
3741.txt,16,1
3742.txt,16,1
3743.txt,12,1
3744.txt,12,1
3745.txt,12,1
3746.txt,12,1
3747.txt,20,1
3748.txt,20,1
3749.txt,16,1
3750.txt,16,1
3751.txt,21,1
3752.txt,21,1
3753.txt,20,1
3754.txt,20,1
3755.txt,12,1
3756.txt,12,1
3757.txt,12,1
3758.txt,12,1
3759.txt,12,1
3760.txt,12,1
3761.txt,12,1
3762.txt,12,1
3763.txt,12,1
3764.txt,12,1
3765.txt,12,1
3766.txt,12,1
3767.txt,20,1
3768.txt,20,1
3769.txt,6,1
3770.txt,6,1
3771.txt,12,1
3772.txt,12,1
3773.txt,12,1
3774.txt,12,1
3775.txt,20,1
3776.txt,20,1
3777.txt,12,1
3778.txt,12,1
3779.txt,20,1
3780.txt,20,1
3781.txt,20,1
3782.txt,20,1
3783.txt,20,1
3784.txt,20,1
3785.txt,20,1
3786.txt,20,1
3787.txt,20,1
3788.txt,20,1
3789.txt,12,1
3790.txt,12,1
3791.txt,2,1
3792.txt,2,1
3793.txt,5,1
3794.txt,5,1
3795.txt,5,1
3796.txt,5,1
3797.txt,5,1
3798.txt,5,1
3799.txt,5,1
3800.txt,5,1
3801.txt,2,1
3802.txt,2,1
3803.txt,5,1
3804.txt,5,1
3805.txt,12,1
3806.txt,12,1
3807.txt,12,1
3808.txt,12,1
3809.txt,2,1
3810.txt,2,1
3811.txt,12,1
3812.txt,12,1
3813.txt,2,1
3814.txt,2,1
3815.txt,2,1
3816.txt,2,1
3817.txt,20,1
3818.txt,20,1
3819.txt,2,1
3820.txt,2,1
3821.txt,2,1
3822.txt,2,1
3823.txt,2,1
3824.txt,2,1
3825.txt,20,1
3826.txt,20,1
3827.txt,2,1
3828.txt,2,1
3829.txt,6,1
3830.txt,6,1
3831.txt,2,1
3832.txt,2,1
3833.txt,2,1
3834.txt,2,1
3835.txt,12,1
3836.txt,12,1
3837.txt,20,1
3838.txt,20,1
3839.txt,3,1
3840.txt,3,1
3841.txt,6,1
3842.txt,6,1
3843.txt,2,1
3844.txt,2,1
3845.txt,20,1
3846.txt,20,1
3847.txt,12,1
3848.txt,12,1
3849.txt,6,1
3850.txt,6,1
3851.txt,6,1
3852.txt,6,1
3853.txt,21,1
3854.txt,21,1
3855.txt,21,1
3856.txt,21,1
3857.txt,15,1
3858.txt,15,1
3859.txt,20,1
3860.txt,20,1
3861.txt,2,1
3862.txt,2,1
3863.txt,20,1
3864.txt,20,1
3865.txt,20,1
3866.txt,20,1
3867.txt,3,1
3868.txt,3,1
3869.txt,3,1
3870.txt,3,1
3871.txt,2,1
3872.txt,2,1
3873.txt,12,1
3874.txt,12,1
3875.txt,20,1
3876.txt,20,1
3877.txt,12,1
3878.txt,12,1
3879.txt,3,1
3880.txt,3,1
3881.txt,12,1
3882.txt,12,1
3883.txt,20,1
3884.txt,20,1
3885.txt,20,1
3886.txt,20,1
3887.txt,12,1
3888.txt,12,1
3889.txt,2,1
3890.txt,2,1
3891.txt,2,1
3892.txt,2,1
3893.txt,12,1
3894.txt,12,1
3895.txt,6,1
3896.txt,6,1
3897.txt,20,1
3898.txt,20,1
3899.txt,2,1
3900.txt,2,1
3901.txt,6,1
3902.txt,6,1
3903.txt,12,1
3904.txt,12,1
3905.txt,2,1
3906.txt,2,1
3907.txt,6,1
3908.txt,6,1
3909.txt,16,1
3910.txt,16,1
3911.txt,6,1
3912.txt,6,1
3913.txt,12,1
3914.txt,12,1
3915.txt,6,1
3916.txt,6,1
3917.txt,20,1
3918.txt,20,1
3919.txt,20,1
3920.txt,20,1
3921.txt,2,1
3922.txt,2,1
3923.txt,2,1
3924.txt,2,1
3925.txt,2,1
3926.txt,2,1
3927.txt,2,1
3928.txt,2,1
3929.txt,20,1
3930.txt,20,1
3931.txt,2,1
3932.txt,2,1
3933.txt,6,1
3934.txt,6,1
3935.txt,9,1
3936.txt,9,1
3937.txt,2,1
3938.txt,2,1
3939.txt,2,1
3940.txt,2,1
3941.txt,12,1
3942.txt,12,1
3943.txt,20,1
3944.txt,20,1
3945.txt,2,1
3946.txt,2,1
3947.txt,2,1
3948.txt,2,1
3949.txt,17,1
3950.txt,17,1
3951.txt,17,1
3952.txt,17,1
3953.txt,6,1
3954.txt,6,1
3955.txt,20,1
3956.txt,20,1
3957.txt,2,1
3958.txt,2,1
3959.txt,7,1
3960.txt,7,1
3961.txt,6,1
3962.txt,6,1
3963.txt,2,1
3964.txt,2,1
3965.txt,6,1
3966.txt,6,1
3967.txt,17,1
3968.txt,17,1
3969.txt,5,1
3970.txt,5,1
3971.txt,2,1
3972.txt,2,1
3973.txt,7,1
3974.txt,7,1
3975.txt,2,1
3976.txt,2,1
3977.txt,2,1
3978.txt,2,1
3979.txt,8,1
3980.txt,8,1
3981.txt,2,1
3982.txt,2,1
3983.txt,2,1
3984.txt,2,1
3985.txt,20,1
3986.txt,20,1
3987.txt,7,1
3988.txt,7,1
3989.txt,2,1
3990.txt,2,1
3991.txt,6,1
3992.txt,6,1
3993.txt,15,1
3994.txt,15,1
3995.txt,16,1
3996.txt,16,1
3997.txt,9,1
3998.txt,9,1
3999.txt,9,1
4000.txt,9,1
4001.txt,2,1
4002.txt,2,1
4003.txt,2,1
4004.txt,2,1
4005.txt,9,1
4006.txt,9,1
4007.txt,9,1
4008.txt,9,1
4009.txt,2,1
4010.txt,2,1
4011.txt,6,1
4012.txt,6,1
4013.txt,5,1
4014.txt,5,1
4015.txt,5,1
4016.txt,5,1
4017.txt,5,1
4018.txt,5,1
4019.txt,1,1
4020.txt,1,1
4021.txt,20,1
4022.txt,20,1
4023.txt,2,1
4024.txt,2,1
4025.txt,6,1
4026.txt,6,1
4027.txt,3,1
4028.txt,3,1
4029.txt,20,1
4030.txt,20,1
4031.txt,20,1
4032.txt,20,1
4033.txt,5,1
4034.txt,5,1
4035.txt,20,1
4036.txt,20,1
4037.txt,20,1
4038.txt,20,1
4039.txt,17,1
4040.txt,17,1
4041.txt,3,1
4042.txt,3,1
4043.txt,2,1
4044.txt,2,1
4045.txt,12,1
4046.txt,12,1
4047.txt,2,1
4048.txt,2,1
4049.txt,1,1
4050.txt,1,1
4051.txt,12,1
4052.txt,12,1
4053.txt,1,1
4054.txt,1,1
4055.txt,12,1
4056.txt,12,1
4057.txt,7,1
4058.txt,7,1
4059.txt,3,1
4060.txt,3,1
4061.txt,1,1
4062.txt,1,1
4063.txt,7,1
4064.txt,7,1
4065.txt,7,1
4066.txt,7,1
4067.txt,13,1
4068.txt,13,1
4069.txt,2,1
4070.txt,2,1
4071.txt,13,1
4072.txt,13,1
4073.txt,7,1
4074.txt,7,1
4075.txt,7,1
4076.txt,7,1
4077.txt,1,1
4078.txt,1,1
4079.txt,1,1
4080.txt,1,1
4081.txt,4,1
4082.txt,4,1
4083.txt,4,1
4084.txt,4,1
4085.txt,1,1
4086.txt,1,1
4087.txt,3,1
4088.txt,3,1
4089.txt,1,1
4090.txt,1,1
4091.txt,1,1
4092.txt,1,1
4093.txt,3,1
4094.txt,3,1
4095.txt,4,1
4096.txt,4,1
4097.txt,7,1
4098.txt,7,1
4099.txt,4,1
4100.txt,4,1
4101.txt,4,1
4102.txt,4,1
4103.txt,2,1
4104.txt,2,1
4105.txt,2,1
4106.txt,2,1
4107.txt,20,1
4108.txt,20,1
4109.txt,3,1
4110.txt,3,1
4111.txt,20,1
4112.txt,20,1
4113.txt,2,1
4114.txt,2,1
4115.txt,7,1
4116.txt,7,1
4117.txt,7,1
4118.txt,7,1
4119.txt,2,1
4120.txt,2,1
4121.txt,5,1
4122.txt,5,1
4123.txt,3,1
4124.txt,3,1
4125.txt,1,1
4126.txt,1,1
4127.txt,1,1
4128.txt,1,1
4129.txt,1,1
4130.txt,1,1
4131.txt,10,1
4132.txt,10,1
4133.txt,1,1
4134.txt,1,1
4135.txt,3,1
4136.txt,3,1
4137.txt,19,1
4138.txt,19,1
4139.txt,2,1
4140.txt,2,1
4141.txt,3,1
4142.txt,3,1
4143.txt,3,1
4144.txt,3,1
4145.txt,2,1
4146.txt,2,1
4147.txt,12,1
4148.txt,12,1
4149.txt,6,1
4150.txt,6,1
4151.txt,21,1
4152.txt,21,1
4153.txt,2,1
4154.txt,2,1
4155.txt,2,1
4156.txt,2,1
4157.txt,2,1
4158.txt,2,1
4159.txt,20,1
4160.txt,20,1
4161.txt,20,1
4162.txt,20,1
4163.txt,1,1
4164.txt,1,1
4165.txt,20,1
4166.txt,20,1
4167.txt,20,1
4168.txt,20,1
4169.txt,20,1
4170.txt,20,1
4171.txt,18,1
4172.txt,18,1
4173.txt,2,1
4174.txt,2,1
4175.txt,15,1
4176.txt,15,1
4177.txt,6,1
4178.txt,6,1
4179.txt,20,1
4180.txt,20,1
4181.txt,3,1
4182.txt,3,1
4183.txt,2,1
4184.txt,2,1
4185.txt,6,1
4186.txt,6,1
4187.txt,2,1
4188.txt,2,1
4189.txt,20,1
4190.txt,20,1
4191.txt,3,1
4192.txt,3,1
4193.txt,6,1
4194.txt,6,1
4195.txt,6,1
4196.txt,6,1
4197.txt,5,1
4198.txt,5,1
4199.txt,3,1
4200.txt,3,1
4201.txt,3,1
4202.txt,3,1
4203.txt,3,1
4204.txt,3,1
4205.txt,3,1
4206.txt,3,1
4207.txt,3,1
4208.txt,3,1
4209.txt,20,1
4210.txt,20,1
4211.txt,20,1
4212.txt,20,1
4213.txt,20,1
4214.txt,20,1
4215.txt,6,1
4216.txt,6,1
4217.txt,5,1
4218.txt,5,1
4219.txt,6,1
4220.txt,6,1
4221.txt,3,1
4222.txt,3,1
4223.txt,6,1
4224.txt,6,1
4225.txt,6,1
4226.txt,6,1
4227.txt,5,1
4228.txt,5,1
4229.txt,3,1
4230.txt,3,1
4231.txt,6,1
4232.txt,6,1
4233.txt,3,1
4234.txt,3,1
4235.txt,3,1
4236.txt,3,1
4237.txt,6,1
4238.txt,6,1
4239.txt,6,1
4240.txt,6,1
4241.txt,6,1
4242.txt,6,1
4243.txt,6,1
4244.txt,6,1
4245.txt,20,1
4246.txt,20,1
4247.txt,6,1
4248.txt,6,1
4249.txt,6,1
4250.txt,6,1
4251.txt,6,1
4252.txt,6,1
4253.txt,6,1
4254.txt,6,1
4255.txt,6,1
4256.txt,6,1
4257.txt,6,1
4258.txt,6,1
4259.txt,3,1
4260.txt,3,1
4261.txt,20,1
4262.txt,20,1
4263.txt,6,1
4264.txt,6,1
4265.txt,6,1
4266.txt,6,1
4267.txt,6,1
4268.txt,6,1
4269.txt,6,1
4270.txt,6,1
4271.txt,20,1
4272.txt,20,1
4273.txt,4,1
4274.txt,4,1
4275.txt,3,1
4276.txt,3,1
4277.txt,6,1
4278.txt,6,1
4279.txt,6,1
4280.txt,6,1
4281.txt,6,1
4282.txt,6,1
4283.txt,20,1
4284.txt,20,1
4285.txt,6,1
4286.txt,6,1
4287.txt,20,1
4288.txt,20,1
4289.txt,20,1
4290.txt,20,1
4291.txt,6,1
4292.txt,6,1
4293.txt,6,1
4294.txt,6,1
4295.txt,6,1
4296.txt,6,1
4297.txt,6,1
4298.txt,6,1
4299.txt,6,1
4300.txt,6,1
4301.txt,6,1
4302.txt,6,1
4303.txt,3,1
4304.txt,3,1
4305.txt,8,1
4306.txt,8,1
4307.txt,3,1
4308.txt,3,1
4309.txt,6,1
4310.txt,6,1
4311.txt,6,1
4312.txt,6,1
4313.txt,6,1
4314.txt,6,1
4315.txt,20,1
4316.txt,20,1
4317.txt,20,1
4318.txt,20,1
4319.txt,6,1
4320.txt,6,1
4321.txt,6,1
4322.txt,6,1
4323.txt,6,1
4324.txt,6,1
4325.txt,6,1
4326.txt,6,1
4327.txt,3,1
4328.txt,3,1
4329.txt,6,1
4330.txt,6,1
4331.txt,6,1
4332.txt,6,1
4333.txt,6,1
4334.txt,6,1
4335.txt,6,1
4336.txt,6,1
4337.txt,6,1
4338.txt,6,1
4339.txt,6,1
4340.txt,6,1
4341.txt,6,1
4342.txt,6,1
4343.txt,6,1
4344.txt,6,1
4345.txt,6,1
4346.txt,6,1
4347.txt,6,1
4348.txt,6,1
4349.txt,6,1
4350.txt,6,1
4351.txt,6,1
4352.txt,6,1
4353.txt,6,1
4354.txt,6,1
4355.txt,6,1
4356.txt,6,1
4357.txt,6,1
4358.txt,6,1
4359.txt,20,1
4360.txt,20,1
4361.txt,6,1
4362.txt,6,1
4363.txt,6,1
4364.txt,6,1
4365.txt,20,1
4366.txt,20,1
4367.txt,6,1
4368.txt,6,1
4369.txt,6,1
4370.txt,6,1
4371.txt,6,1
4372.txt,6,1
4373.txt,20,1
4374.txt,20,1
4375.txt,3,1
4376.txt,3,1
4377.txt,3,1
4378.txt,3,1
4379.txt,6,1
4380.txt,6,1
4381.txt,6,1
4382.txt,6,1
4383.txt,20,1
4384.txt,20,1
4385.txt,6,1
4386.txt,6,1
4387.txt,20,1
4388.txt,20,1
4389.txt,3,1
4390.txt,3,1
4391.txt,6,1
4392.txt,6,1
4393.txt,3,1
4394.txt,3,1
4395.txt,6,1
4396.txt,6,1
4397.txt,20,1
4398.txt,20,1
4399.txt,6,1
4400.txt,6,1
4401.txt,6,1
4402.txt,6,1
4403.txt,3,1
4404.txt,3,1
4405.txt,3,1
4406.txt,3,1
4407.txt,3,1
4408.txt,3,1
4409.txt,20,1
4410.txt,20,1
4411.txt,6,1
4412.txt,6,1
4413.txt,6,1
4414.txt,6,1
4415.txt,3,1
4416.txt,3,1
4417.txt,3,1
4418.txt,3,1
4419.txt,3,1
4420.txt,3,1
4421.txt,6,1
4422.txt,6,1
4423.txt,6,1
4424.txt,6,1
4425.txt,6,1
4426.txt,6,1
4427.txt,6,1
4428.txt,6,1
4429.txt,3,1
4430.txt,3,1
4431.txt,6,1
4432.txt,6,1
4433.txt,20,1
4434.txt,20,1
4435.txt,6,1
4436.txt,6,1
4437.txt,20,1
4438.txt,20,1
4439.txt,3,1
4440.txt,3,1
4441.txt,20,1
4442.txt,20,1
4443.txt,6,1
4444.txt,6,1
4445.txt,20,1
4446.txt,20,1
4447.txt,6,1
4448.txt,6,1
4449.txt,20,1
4450.txt,20,1
4451.txt,20,1
4452.txt,20,1
4453.txt,20,1
4454.txt,20,1
4455.txt,3,1
4456.txt,3,1
4457.txt,6,1
4458.txt,6,1
4459.txt,3,1
4460.txt,3,1
4461.txt,21,1
4462.txt,21,1
4463.txt,8,1
4464.txt,8,1
4465.txt,21,1
4466.txt,21,1
4467.txt,21,1
4468.txt,21,1
4469.txt,21,1
4470.txt,21,1
4471.txt,21,1
4472.txt,21,1
4473.txt,21,1
4474.txt,21,1
4475.txt,21,1
4476.txt,21,1
4477.txt,21,1
4478.txt,21,1
4479.txt,21,1
4480.txt,21,1
4481.txt,21,1
4482.txt,21,1
4483.txt,20,1
4484.txt,20,1
4485.txt,21,1
4486.txt,21,1
4487.txt,21,1
4488.txt,21,1
4489.txt,21,1
4490.txt,21,1
4491.txt,7,1
4492.txt,7,1
4493.txt,21,1
4494.txt,21,1
4495.txt,21,1
4496.txt,21,1
4497.txt,20,1
4498.txt,20,1
4499.txt,2,1
4500.txt,2,1
4501.txt,2,1
4502.txt,2,1
4503.txt,2,1
4504.txt,2,1
4505.txt,6,1
4506.txt,6,1
4507.txt,5,1
4508.txt,5,1
4509.txt,20,1
4510.txt,20,1
4511.txt,19,1
4512.txt,19,1
4513.txt,6,1
4514.txt,6,1
4515.txt,21,1
4516.txt,21,1
4517.txt,6,1
4518.txt,6,1
4519.txt,8,1
4520.txt,8,1
4521.txt,20,1
4522.txt,20,1
4523.txt,20,1
4524.txt,20,1
4525.txt,3,1
4526.txt,3,1
4527.txt,20,1
4528.txt,20,1
4529.txt,2,1
4530.txt,2,1
4531.txt,2,1
4532.txt,2,1
4533.txt,2,1
4534.txt,2,1
4535.txt,5,1
4536.txt,5,1
4537.txt,5,1
4538.txt,5,1
4539.txt,2,1
4540.txt,2,1
4541.txt,20,1
4542.txt,20,1
4543.txt,5,1
4544.txt,5,1
4545.txt,2,1
4546.txt,2,1
4547.txt,20,1
4548.txt,20,1
4549.txt,2,1
4550.txt,2,1
4551.txt,20,1
4552.txt,20,1
4553.txt,2,1
4554.txt,2,1
4555.txt,20,1
4556.txt,20,1
4557.txt,3,1
4558.txt,3,1
4559.txt,2,1
4560.txt,2,1
4561.txt,2,1
4562.txt,2,1
4563.txt,3,1
4564.txt,3,1
4565.txt,6,1
4566.txt,6,1
4567.txt,6,1
4568.txt,6,1
4569.txt,6,1
4570.txt,6,1
4571.txt,6,1
4572.txt,6,1
4573.txt,2,1
4574.txt,2,1
4575.txt,12,1
4576.txt,12,1
4577.txt,2,1
4578.txt,2,1
4579.txt,2,1
4580.txt,2,1
4581.txt,2,1
4582.txt,2,1
4583.txt,3,1
4584.txt,3,1
4585.txt,3,1
4586.txt,3,1
4587.txt,20,1
4588.txt,20,1
4589.txt,3,1
4590.txt,3,1
4591.txt,2,1
4592.txt,2,1
4593.txt,3,1
4594.txt,3,1
4595.txt,3,1
4596.txt,3,1
4597.txt,3,1
4598.txt,3,1
4599.txt,3,1
4600.txt,3,1
4601.txt,3,1
4602.txt,3,1
4603.txt,3,1
4604.txt,3,1
4605.txt,3,1
4606.txt,3,1
4607.txt,3,1
4608.txt,3,1
4609.txt,3,1
4610.txt,3,1
4611.txt,3,1
4612.txt,3,1
4613.txt,3,1
4614.txt,3,1
4615.txt,3,1
4616.txt,3,1
4617.txt,3,1
4618.txt,3,1
4619.txt,3,1
4620.txt,3,1
4621.txt,3,1
4622.txt,3,1
4623.txt,3,1
4624.txt,3,1
4625.txt,3,1
4626.txt,3,1
4627.txt,3,1
4628.txt,3,1
4629.txt,3,1
4630.txt,3,1
4631.txt,3,1
4632.txt,3,1
4633.txt,3,1
4634.txt,3,1
4635.txt,3,1
4636.txt,3,1
4637.txt,3,1
4638.txt,3,1
4639.txt,3,1
4640.txt,3,1
4641.txt,3,1
4642.txt,3,1
4643.txt,3,1
4644.txt,3,1
4645.txt,3,1
4646.txt,3,1
4647.txt,3,1
4648.txt,3,1
4649.txt,3,1
4650.txt,3,1
4651.txt,3,1
4652.txt,3,1
4653.txt,3,1
4654.txt,3,1
4655.txt,3,1
4656.txt,3,1
4657.txt,3,1
4658.txt,3,1
4659.txt,3,1
4660.txt,3,1
4661.txt,3,1
4662.txt,3,1
4663.txt,3,1
4664.txt,3,1
4665.txt,3,1
4666.txt,3,1
4667.txt,3,1
4668.txt,3,1
4669.txt,3,1
4670.txt,3,1
4671.txt,3,1
4672.txt,3,1
4673.txt,3,1
4674.txt,3,1
4675.txt,13,1
4676.txt,13,1
4677.txt,6,1
4678.txt,6,1
4679.txt,3,1
4680.txt,3,1
4681.txt,6,1
4682.txt,6,1
4683.txt,5,1
4684.txt,5,1
4685.txt,5,1
4686.txt,5,1
4687.txt,6,1
4688.txt,6,1
4689.txt,3,1
4690.txt,3,1
4691.txt,20,1
4692.txt,20,1
4693.txt,5,1
4694.txt,5,1
4695.txt,6,1
4696.txt,6,1
4697.txt,3,1
4698.txt,3,1
4699.txt,6,1
4700.txt,6,1
4701.txt,6,1
4702.txt,6,1
4703.txt,5,1
4704.txt,5,1
4705.txt,3,1
4706.txt,3,1
4707.txt,12,1
4708.txt,12,1
4709.txt,5,1
4710.txt,5,1
4711.txt,20,1
4712.txt,20,1
4713.txt,6,1
4714.txt,6,1
4715.txt,20,1
4716.txt,20,1
4717.txt,20,1
4718.txt,20,1
4719.txt,3,1
4720.txt,3,1
4721.txt,6,1
4722.txt,6,1
4723.txt,6,1
4724.txt,6,1
4725.txt,20,1
4726.txt,20,1
4727.txt,1,1
4728.txt,1,1
4729.txt,2,1
4730.txt,2,1
4731.txt,20,1
4732.txt,20,1
4733.txt,1,1
4734.txt,1,1
4735.txt,8,1
4736.txt,8,1
4737.txt,3,1
4738.txt,3,1
4739.txt,3,1
4740.txt,3,1
4741.txt,3,1
4742.txt,3,1
4743.txt,3,1
4744.txt,3,1
4745.txt,3,1
4746.txt,3,1
4747.txt,3,1
4748.txt,3,1
4749.txt,20,1
4750.txt,20,1
4751.txt,21,1
4752.txt,21,1
4753.txt,3,1
4754.txt,3,1
4755.txt,6,1
4756.txt,6,1
4757.txt,20,1
4758.txt,20,1
4759.txt,3,1
4760.txt,3,1
4761.txt,6,1
4762.txt,6,1
4763.txt,3,1
4764.txt,3,1
4765.txt,3,1
4766.txt,3,1
4767.txt,2,1
4768.txt,2,1
4769.txt,3,1
4770.txt,3,1
4771.txt,12,1
4772.txt,12,1
4773.txt,3,1
4774.txt,3,1
4775.txt,3,1
4776.txt,3,1
4777.txt,3,1
4778.txt,3,1
4779.txt,3,1
4780.txt,3,1
4781.txt,3,1
4782.txt,3,1
4783.txt,3,1
4784.txt,3,1
4785.txt,3,1
4786.txt,3,1
4787.txt,3,1
4788.txt,3,1
4789.txt,20,1
4790.txt,20,1
4791.txt,3,1
4792.txt,3,1
4793.txt,5,1
4794.txt,5,1
4795.txt,8,1
4796.txt,8,1
4797.txt,3,1
4798.txt,3,1
4799.txt,3,1
4800.txt,3,1
4801.txt,3,1
4802.txt,3,1
4803.txt,3,1
4804.txt,3,1
4805.txt,5,1
4806.txt,5,1
4807.txt,3,1
4808.txt,3,1
4809.txt,3,1
4810.txt,3,1
4811.txt,20,1
4812.txt,20,1
4813.txt,2,1
4814.txt,2,1
4815.txt,2,1
4816.txt,2,1
4817.txt,21,1
4818.txt,21,1
4819.txt,17,1
4820.txt,17,1
4821.txt,3,1
4822.txt,3,1
4823.txt,3,1
4824.txt,3,1
4825.txt,2,1
4826.txt,2,1
4827.txt,3,1
4828.txt,3,1
4829.txt,6,1
4830.txt,6,1
4831.txt,3,1
4832.txt,3,1
4833.txt,1,1
4834.txt,1,1
4835.txt,5,1
4836.txt,5,1
4837.txt,3,1
4838.txt,3,1
4839.txt,3,1
4840.txt,3,1
4841.txt,3,1
4842.txt,3,1
4843.txt,3,1
4844.txt,3,1
4845.txt,3,1
4846.txt,3,1
4847.txt,3,1
4848.txt,3,1
4849.txt,3,1
4850.txt,3,1
4851.txt,3,1
4852.txt,3,1
4853.txt,3,1
4854.txt,3,1
4855.txt,3,1
4856.txt,3,1
4857.txt,1,1
4858.txt,1,1
4859.txt,3,1
4860.txt,3,1
4861.txt,3,1
4862.txt,3,1
4863.txt,6,1
4864.txt,6,1
4865.txt,3,1
4866.txt,3,1
4867.txt,3,1
4868.txt,3,1
4869.txt,3,1
4870.txt,3,1
4871.txt,3,1
4872.txt,3,1
4873.txt,16,1
4874.txt,16,1
4875.txt,3,1
4876.txt,3,1
4877.txt,3,1
4878.txt,3,1
4879.txt,3,1
4880.txt,3,1
4881.txt,7,1
4882.txt,7,1
4883.txt,3,1
4884.txt,3,1
4885.txt,3,1
4886.txt,3,1
4887.txt,3,1
4888.txt,3,1
4889.txt,3,1
4890.txt,3,1
4891.txt,2,1
4892.txt,2,1
4893.txt,2,1
4894.txt,2,1
4895.txt,2,1
4896.txt,2,1
4897.txt,3,1
4898.txt,3,1
4899.txt,2,1
4900.txt,2,1
4901.txt,16,1
4902.txt,16,1
4903.txt,20,1
4904.txt,20,1
4905.txt,3,1
4906.txt,3,1
4907.txt,3,1
4908.txt,3,1
4909.txt,3,1
4910.txt,3,1
4911.txt,3,1
4912.txt,3,1
4913.txt,3,1
4914.txt,3,1
4915.txt,3,1
4916.txt,3,1
4917.txt,3,1
4918.txt,3,1
4919.txt,3,1
4920.txt,3,1
4921.txt,3,1
4922.txt,3,1
4923.txt,3,1
4924.txt,3,1
4925.txt,12,1
4926.txt,12,1
4927.txt,3,1
4928.txt,3,1
4929.txt,3,1
4930.txt,3,1
4931.txt,3,1
4932.txt,3,1
4933.txt,3,1
4934.txt,3,1
4935.txt,3,1
4936.txt,3,1
4937.txt,3,1
4938.txt,3,1
4939.txt,1,1
4940.txt,1,1
4941.txt,3,1
4942.txt,3,1
4943.txt,5,1
4944.txt,5,1
4945.txt,6,1
4946.txt,6,1
4947.txt,4,1
4948.txt,4,1
4949.txt,2,1
4950.txt,2,1
4951.txt,2,1
4952.txt,2,1
4953.txt,12,1
4954.txt,12,1
4955.txt,20,1
4956.txt,20,1
4957.txt,20,1
4958.txt,20,1
4959.txt,10,1
4960.txt,10,1
4961.txt,8,1
4962.txt,8,1
4963.txt,3,1
4964.txt,3,1
4965.txt,20,1
4966.txt,20,1
4967.txt,20,1
4968.txt,20,1
4969.txt,6,1
4970.txt,6,1
4971.txt,12,1
4972.txt,12,1
4973.txt,6,1
4974.txt,6,1
4975.txt,6,1
4976.txt,6,1
4977.txt,7,1
4978.txt,7,1
4979.txt,12,1
4980.txt,12,1
4981.txt,16,1
4982.txt,16,1
4983.txt,3,1
4984.txt,3,1
4985.txt,3,1
4986.txt,3,1
4987.txt,3,1
4988.txt,3,1
4989.txt,2,1
4990.txt,2,1
4991.txt,3,1
4992.txt,3,1
4993.txt,3,1
4994.txt,3,1
4995.txt,20,1
4996.txt,20,1
4997.txt,3,1
4998.txt,3,1
4999.txt,3,1
5000.txt,3,1
5001.txt,6,1
5002.txt,6,1
5003.txt,12,1
5004.txt,12,1
5005.txt,20,1
5006.txt,20,1
5007.txt,2,1
5008.txt,2,1
5009.txt,1,1
5010.txt,1,1
5011.txt,1,1
5012.txt,1,1
5013.txt,3,1
5014.txt,3,1
5015.txt,6,1
5016.txt,6,1
5017.txt,1,1
5018.txt,1,1
5019.txt,3,1
5020.txt,3,1
5021.txt,3,1
5022.txt,3,1
5023.txt,3,1
5024.txt,3,1
5025.txt,6,1
5026.txt,6,1
5027.txt,5,1
5028.txt,5,1
5029.txt,6,1
5030.txt,6,1
5031.txt,6,1
5032.txt,6,1
5033.txt,6,1
5034.txt,6,1
5035.txt,6,1
5036.txt,6,1
5037.txt,6,1
5038.txt,6,1
5039.txt,6,1
5040.txt,6,1
5041.txt,6,1
5042.txt,6,1
5043.txt,3,1
5044.txt,3,1
5045.txt,6,1
5046.txt,6,1
5047.txt,3,1
5048.txt,3,1
5049.txt,6,1
5050.txt,6,1
5051.txt,3,1
5052.txt,3,1
5053.txt,6,1
5054.txt,6,1
5055.txt,12,1
5056.txt,12,1
5057.txt,12,1
5058.txt,12,1
5059.txt,6,1
5060.txt,6,1
